circin	bend/make circular/round; traverse circular course, wheel through; take round;
circit	go round as a hawker/peddler/solicitor; frequent, be busy (L+S);
circ	traverse; go about (L+S); wander through;
circumaedific	build round about; (Vulgate Lamentations 3:7);
circumagger	pile (earth) round about; surround (with heaped earth);
circumambul	walk around/over;
circumar	plow around, surround with a furrow;
circumcalc	tread/trample earth (down around);
circumcirc	encircle, surround; border; skirt; circulate/wander through; go/measure round;
circumclam	roar around (waves/surf);
circumctip	surround, accompany, attend;
circumculc	tread/trample earth (down around);
circumcumul	heap/pile up around;
circumcurs	run about; run round (of person); run about (of things), revolve;
circumd	surround; envelop, post/put/place/build around; enclose; beset; pass around;
circumdol	chop around with an ax; hew off around (L+S);
circumequit	ride around;
circumerr	wander/prowl/meander/stroll/hover around; orbit, go around in orbit (planet);
circumfirm	fasten round;
circumflagr	blaze/scorch all around;
circumfl	blow around; blow on/assail from all sides; veer around (wind);
circumfor	pierce with holes round about;
circumfric	rub/brush round about; scour;
circumfric	rub/brush round about; scour;
circumgel	freeze/harden round/all around;
circumgest	carry/bear about/around;
circumglob	form a ball/cluster/sphere (around something);
circumlaque	wind around; (like a noose);
circumlatr	bark round about; roar around (L+S);
circumlav	wash round about/around, wash side of; flow all around (waters) (L+S);
circumlev	raise up all around;
circumlig	bind around/to; encircle, surround; attach, fasten; pass/wrap around, bandage;
circumlustr	traverse (in circular course), pace around; go around (in purifying ceremony);
circumme	go/travel/pass around;
circumnavig	sail around; circumnavigate;
circumn	swim around;
circumnot	draw/paint around;
circumplic	coil round (like a snake); wind (strip) around; twine/bend around;
circumplumb	coat (all over) with lead; pour lead all around (L+S);
circumpuls	assail/beat/pulsate from every side; (with noise, etc);
circumpurg	clear/clean/purify/free from adhesions all around/round about;
circumput	measure around;
circumror	sprinkle (water) over/round;
circumrot	cause to revolve/rotate; turn/whirl around; turn around in a circle;
circumsalt	dance around (chorus); jump around;
circumscariphic	scrape/scratch around/about; scarify around (L+S);
circumscariph	scrape/scratch around/about; scarify around (L+S);
circumsec	cut/clip/pare round; circumcise;
circumsepar	separate around;
circumsign	mark/sign/seal round about;
circumson	resound on every side; echo round; surround/be filled (with noise/sound);
circumspect	look about (searchingly), search about; examine, watch (suspiciously), be alert;
circumstagn	be poured forth all around;
circumst	stand/gather/crowd around, surround, beset; be on either side;
circumsud	sweat/be moist all around/on all sides;
circumtermin	bound/limit round about/all around;
circumton	make a loud noise/clamor round; thunder round;
circumvall	surround with wall/siegeworks; blockade; beset, surround with troops/barriers;
circumvel	cover around, envelop;
circumvolit	fly around/round about/over; (of horsemen/horses' hooves); frequent; flit;
circumvol	fly/hover/flutter around; run/hasten/rush around;
circund	surround; envelop, post/put/place/build around; enclose; beset; pass around;
cithariz	play on/strike cithara/lyre;
cit	urge on, encourage; promote, excite; summon; set in motion; move (bowels); cite;
civiliz	civilize;
clamit	cry out, yell; shout repeatedly, clamor; proclaim; name/call repeatedly/loudly;
clam	proclaim, declare; cry/shout out; shout/call name of; accompany with shouts;
claricit	recall, recollect, remember;
claric	shine, gleam, glow;
clarific	make illustrious/famous;
clarigit	recall, recollect, remember;
clarig	demand satisfaction formally (from another state in formal declaration of war);
clar	make visible; brighten, light up; make clear, explain; make illustrious/famous;
clatr	fit with bars or railings;
claudic	limp, be lame; waver, incline to one side; be defective/deficient/fall short;
clav	nail, furnish/fasten with nails; furnish with points/prickles or purple stripe;
clin	incline, slope; bend; sink;
clipe	provide/arm with a shield (clipeus) or protection;
cloac	daub; stain, pollute; soil; smear;
clodic	limp, be lame; be defective; (facetious plebeian of claudico);
cloniz	clone;
clue	purify; cleanse, make clean;
clupe	provide/arm with a shield (clipeus) or protection;
clype	provide/arm with a shield (clipeus) or protection;
clysteriz	apply a syringe/clyster; give an injection/enema; purge;
coacerv	heap/pile up, gather/crowd together; amass, collect; make by heaping; add/total;
coact	compel; constrain; force;
coadjut	urge; help, assist;
coador	worship/adore together/along with;
coadun	unite; add/join together; collect into one;
coaedific	build (town/etc); occupy (site) with buildings; build up/upon;
coaegrot	be sick at same time as;
coaequ	make level/equal, equalize; regard/treat as equal, equate; adjust by weighing;
coaestim	estimate together/in conjunction (with);
coaetane	be of same age/contemporary;
coagger	heap/cover over (with); heap together (L+S);
coagit	shake together;
coagment	join/fasten together, connect; make by joining/construct; fit (words) together;
coagul	curdle (milk); make (liquids) thick/solid, congeal, coagulate; collect together;
coambul	walk/go/travel with/together;
coangust	confine to narrow space, cramp; make narrower; narrow/limit scope/application;
coapt	fit/join/adjust together; make by joining;
coarct	narrow; hem in, pack/crowd/bring/fit close together, restrict; shorten/abridge;
coarm	arm/equip together;
coarticul	cause to speak/articulate;
coart	narrow; hem in, pack/crowd/bring/fit close together, restrict; shorten/abridge;
coass	fit with floor planking; join boards/planks together (L+S);
coaudit	confine to narrow space, cramp; make narrower; narrow scope/application;
coax	croak; (of frogs);
coax	fit with floor planking; join boards/planks together (L+S);
cocin	cook, prepare food;
cocit	cook; boil, fry, bake; burn, parch (sun); stir up; ripen, mature (plot); digest;
coenit	dine/eat habitually (in a particular place/manner); have dinner, dine (often);
coen	dine, eat dinner/supper; have dinner with; dine on, make a meal of;
coept	begin/commence (w/INF); set to work, undertake/attempt/try; venture/begin (ACC);
coerr	go/wander around together;
cogit	think; consider, reflect on, ponder; imagine, picture; intend, look forward to;
cogul	curdle (milk); make (liquids) thick/solid, congeal, coagulate; collect together;
cohabit	dwell/live together;
cohonest	honor, grace; do honor/pay respect to; make respectable; prevent baldness (L+S);
cohumid	wet all over; moisten;
coinquin	befoul/pollute/defile wholly (immorality); contaminate/taint/infect (w/disease);
coject	conjecture, think, imagine, infer, guess, conclude; judge, draw a conclusion;
coject	|throw together; assemble; throw (person in prison); interpret (portent);
colaphiz	box one's ears; cuff;
colig	bind/tie/pack together/up, connect, unite, unify; fetter, bind, put in bonds;
collabefact	cause to topple over; make to reel/totter (L+S); overpower/subdue; melt (metal);
collabell	make/form by putting lips together;
collabor	labor/work with/together;
collacer	lacerate severely; tear to pieces (L+S);
collacrim	weep together, weep in company of someone; weep over/for (w/ACC); bewail;
collacrum	weep together, weep in company of someone; weep over/for (w/ACC); bewail;
collater	admit on both sides;
collatr	bark in chorus at; bark/yelp fiercely at (L+S); inveigh against;
collaud	praise/extol highly; commend; eulogize;
collax	loosen; make loose/porous (L+S);
collev	make (entirely) smooth; smooth;
collibr	measure; measure off (L+S);
collig	bind/tie/pack together/up, connect, unite/unify; fetter/bind; immobilize, stop;
collim	direct (eyes) sideways; glance sidelong;
colline	align, direct, aim; direct in a straight line (L+S);
collini	align, direct, aim; direct in a straight line (L+S);
colloc	place/put/set in order/proper position, arrange; station, post, position; apply;
colloc	|put together, assemble; settle/establish in a place/marriage; billet; lie down;
collocuplet	enrich, make wealthy/very rich; embellish, adorn;
colluc	prune; thin out (trees); clear/thin (forest) (L+S);
collumin	illuminate;
collustr	illuminate, make bright, light up fully; look over, survey; traverse, explore;
collutit	soil/defile greatly/thoroughly;
collutlent	cover over with mud;
col	strain/filter (liquid), clarify; purify; remove solids by filter; wash (gold);
color	color; paint; dye; tan; make darker; give deceptive color/gloss/appearance to;
combin	unite, combine;
comiti	offer sacrifice after which comitia could be held; go to comitia (L+S);
commacer	macerate, soften by steeping in liquid;
commacul	stain deeply, pollute, defile; contaminate, defile morally; sully (reputation);
commalax	soften/subdue completely; make entirely mild (L+S);
commalle	weld on, attach;
commalliol	weld on, attach;
commanifest	manifest together;
commargin	furnish with a parapet or railing;
commascul	screw up (one's courage); make manly/firm/courageous (L+S); invigorate/embolden;
commastic	chew;
commelet	exercise, practice assiduously;
commemor	recall (to self/other); keep in mind, remember; mention/relate; place on record;
commend	entrust, give in trust; commit; recommend, commend to; point out, designate;
commensur	measure/make equal; correspond;
comme	go to, visit, travel; pass; resort to; go to and fro, come and go; communicate;
commet	go constantly/frequently; come and go; survey thoroughly (facetious);
commigr	migrate, go and live (elsewhere); move one's home with all effects; enter;
commilit	fight on same side/in company; be a comrade/companion in arms/battle/war;
commitig	soften; make soft (L+S); mellow;
commod	lend, hire; give, bestow, provide; put at disposal of, oblige; make fit, adapt;
commonstr	point out (fully/distinctly), show where; make known, declare, reveal;
commorsic	bite all over; devour (with eyes); bite to pieces (L+S);
commorsit	bite all over; devour (with eyes); bite to pieces (L+S);
commostr	point out (fully/distinctly), show where; make known, declare, reveal;
commot	move very violently; agitate;
commulc	beat violently/thoroughly;
commund	clean/cleanse thoroughly; purify wholly (L+S);
commut	change; alter wholly, rearrange, replace; transform; exchange, barter, sell;
com	be furnished/covered with hair; clothe/deck with hair/something hair-like;
compac	bring to peace;
compagin	join together; border upon; (fields);
compalp	stroke, caress;
compar	prepare; provide; compose; collect, get together/hold of; raise (force); unite;
compar	|place together, match, couple, pair; set/pit against; treat as equal; compare;
compar	||set up/establish/institute; arrange, dispose, settle; buy, acquire, secure;
compecc	err/sin/commit a fault together;
compell	address/accost, speak to, call upon; appeal to; challenge; chide/rebuke; accuse;
compendi	shorten, abridge (sermon); shorten/cut short (life), kill;
compens	balance/weigh/offset; get rid of; make good, compensate; save/secure; short cut;
comperendin	adjourn trial of a person; adjourn trial; (for two days or later);
compil	rob/pillage, snatch; steal from (another author)/plagiarize; beat up thoroughly;
complac	conciliate (greatly), placate; win sympathy of;
complan	make (ground) level/flat; smooth out (trouble); pull down, raze to ground;
complant	plant together;
complic	fold/tie up/together; roll/curl/double up, wind (round); involve; bend at joint;
complic	fold/tie up/together; roll/curl/double up, wind (round); involve; bend at joint;
complor	bewail, bemoan; lament loudly/together/violently; despair of; morn for;
comport	carry, transport, bring in, convey (to market); bring together; amass, collect;
compot	drink together;
comprehens	seize in an embrace; embrace, hug;
compress	press; oppress;
comprob	approve, accept, sanction, ratify; prove, justify, confirm, attest, bear out;
compugn	fight together/with; struggle together (in argument);
compuls	batter, pound;
compurg	purify completely/thoroughly;
comput	reckon/compute/calculate, sum/count (up); take/include in reckoning; work out;
conangust	confine to narrow space, cramp; make narrower; narrow scope/application;
conaudit	confine to narrow space, cramp; make narrower; narrow scope/application;
concac	soil, pollute, defile, make foul (with excrement/ordure/dung);
concal	summon;
concamar	cover with an arch/vault, vault over;
concamer	cover with an arch/vault, vault over;
concarn	incarnate, unite/clothe with flesh;
concastig	chastise severely/thoroughly, punish; censure, dress down;
concaten	link/bind together; connect;
concav	hollow out; round, curve; give hollow/curved form; hollows (pl.), a glen (Ecc);
concelebr	celebrate, make known; go often/in large numbers/together, frequent, haunt;
concel	keep secret, conceal altogether; conceal carefully (L+S);
concenturi	assemble by centuries, gather by hundreds; marshal, bring together, prepare;
concept	conceive, become pregnant; conceive in mind;
concer	connect, join, twine; join in conflict;
concess	cease/desist temporarily, leave off; rest;
concili	unite, bring together/about; cause; win over, attract; acquire, procure, buy;
concili	|attract favor of, render favorably disposed; commend, endear; acquire; gain;
concili	||bring a woman to man as wife, match; procure as a mistress; obtain improperly;
concinn	prepare/make ready; repair, put/set right/in order, touch up; arrange suitably;
concinn	|make up, construct, concoct, put together; bring about, cause; render, make;
concipil	seize, take, catch; lay violent hands on;
concit	stir up, disturb; discharge/hurl (missile); flow rapidly/strong current; rush;
concit	|rush; urge/rouse/agitate; enrage/inflame; spur/impel; summon/assemble; cause;
conclamit	keep shouting loudly; cry; call/cry out loudly (L+S);
conclam	cry/shout aloud/out; make resound w/shouts; give a signal; summon; bewail/mourn;
conclav	nail together;
concopul	join, unite;
concord	harmonize; be in harmony/agreement/on good terms/friendly; agree; go by pattern;
concorpor	unite into a single body, make one; incorporate (L+S);
concrass	thicken, make thick;
concrem	consume by fire; burn up/down entirely/completely/thoroughly; burn together;
concre	create together;
concrepati	rattle/sound much/thoroughly/loudly;
concrep	make noise (door), grate/creak; sound, crash/clash, rattle; snap (fingers);
concrisp	curl (hair); move in curls, curl/swirl (vapors/fog); brandish (weapon) (L+S);
concrucifig	crucify together;
concrusi	cause violent pain; torment, rack, torture severely;
concub	lie with (sexual and not); have sexual intercourse with;
conculc	tread/trample upon/underfoot/down; crush, oppress; despise, disregard;
concur	attend to thoroughly/completely; care for suitably (L+S);
concurs	rush/run to and fro/about/together/to visit; clash; visit in turn; run through;
concurv	bend down; bend, curve (L+S);
condecor	adorn, embellish with ornament/excessively/carefully; decorate, grace;
condelect	delight in; (PASSIVE) be delighted with something;
condemn	condemn, doom, convict; find guilty; (pass) sentence; blame, censure, impugn;
condens	compress; pack/press closely together; condense/make firm; (PASS) grow thickly;
condom	check, curb; tame completely;
condon	give (away/up); present; make present of; forgive/pardon/absolve; sacrifice to;
condulc	sweeten;
condumn	condemn, doom, convict; find guilty; (pass) sentence; blame, censure, impugn;
conduplic	double, make twofold/twice as much/great; make two kinds; embrace (w/corpora);
condur	harden, make hard;
conest	honor, grace; do honor/pay respect to; make respectable; prevent baldness (L+S);
confarre	marry by confarreatio (ceremony with meal/grain offering); contract marriage;
confeder	confederate; join in league;
conferment	leaven, ferment through and through;
conferrumin	cause to join; knit together (fractures); cement (L+S); solder together;
conferumin	cause to join; knit together (fractures); cement (L+S); solder together;
confict	fabricate/invent/concoct an accusation/falsehood together; counterfeit/feign;
configur	mold, shape; form from/after something, fashion accordingly (L+S);
confirm	strengthen, develop, build up (w/troops); make secure/firm; reassure; secure;
confirm	|assert positively; declare, prove, confirm, support; sanction; encourage;
confisc	confiscate/seize (for the public treasury); lay-up in a treasury, store;
conflabell	fan violently; kindle;
conflagr	be on fire/burn; be burnt down/consumed/utterly destroyed; be/become inflamed;
conflamm	inflame;
confl	kindle/ignite, blow on; arouse/stir up; melt (down); cast/weld; run up debt;
confl	|start, cause, bring about; bring/rake together, compose; invent/concoct (lie);
confl	||forge; refine, purify; inflame;
confluctu	wave, swell, undulate, fluctuate; surge/rise in waves on all sides (L+S);
confoeder	unite, join in a league;
confoed	befoul, make filthy;
conform	shape/mold skillfully; outline, describe; train/educate/teach; make to agree;
confornic	vault over, over-arch, cover with an arched roof;
confrequent	visit frequently/in large numbers, frequent; increase in numbers;
confrequent	|celebrate/keep (festival); keep in mind; maintain (memory of the dead);
confric	rub vigorously; rub (with unguents, massage, rub down (body); rub/make smooth;
confri	cover with power (or the like); rub in (L+S);
confrix	roast/fry (with something);
confront	confront;
confuner	bury, inter; ruin, destroy;
confut	restrain, check, repress, dampen, suppress, diminish; keep from boiling over;
confut	|abash, silence (accuser); shock; disprove, refute; convict of error; put down;
confutu	have sexual intercourse with (woman); (rude); lie with conjugally (L+S);
congel	cause to freeze/congeal/grow hard; (PASS) become frozen, congeal/curdle/freeze;
congel	|harden; make/become hard; strike fear into, chill; render/become inactive;
congemin	double; increase; combine to double size; redouble; employ in repeated action;
congener	bind by ties of kinship, unite; give birth/beget/produce at the same time;
congenicl	fall on one's knees;
congenucl	fall on one's knees;
congermin	sprout, put forth shoots; shoot forth at the same time (L+S);
congest	bring/carry together;
conglob	form/make into a ball; roll up; accumulate; crowd/press/mass together; clot;
conglomer	concentrate, gather into a compact mass; heap (evils upon a person) (w/in+ACC);
conglorific	glorify together with (others); (PASSIVE) be glorified with;
congraec	squander like a Greek; lavish on banquets, squander on luxury (L+S);
congreg	collect/bring together/assemble/convene; flock, congregate; group; concentrate;
congyr	circle, make a circle around a person;
coninquin	befoul/pollute/defile wholly (immorality); contaminate/taint/infect (w/disease);
conisc	brandish/shake/quiver; flash/glitter, emit/reflect intermittent/quivering light;
conject	conjecture, think, imagine, infer, guess, conclude; judge, draw a conclusion;
conject	|throw together; assemble; throw (person in prison); interpret (portent);
conjug	join in marriage; form a friendship; join together, unite in (L+S);
conjur	swear/act together, join in an oath/plot; conspire, plot; form alliance/league;
conlabefact	cause to topple over; make to reel/totter (L+S); overpower/subdue; melt (metal);
conlabell	make/form by putting the lips together;
conlab	labor/work with/together;
conlacer	lacerate severely; tear to pieces (L+S);
conlacrim	weep together, weep in the company of someone; weep over/for (w/ACC); bewail;
conlacrum	weep together, weep in the company of someone; weep over/for (w/ACC); bewail;
conlater	admit on both sides;
conlatr	bark in chorus at; bark/yelp fiercely at (L+S); inveigh against;
conlaud	praise/extol highly; commend; eulogize;
conlax	loosen; make loose/porous (L+S);
conlev	make (entirely) smooth; smooth;
conlibr	measure; measure off (L+S);
conlig	bind/tie/pack together/up, connect, unite/unify; fetter/bind; immobilize, stop;
conlim	direct (the eyes) sideways; glance sidelong;
conline	align, direct, aim;
conlini	align, direct, aim;
conloc	place/put/set in order/proper position, arrange; station, post, position; apply;
conloc	|put together, assemble; settle/establish in a place/marriage; billet; lie down;
conlocuplet	enrich, make wealthy/very rich; embellish, adorn;
conluc	prune; thin out (trees); clear/thin (forest) (L+S);
conlumin	illuminate (on all sides/fully);
conlustr	illuminate, make bright, light up fully; look over, survey; traverse, explore;
conlutit	soil/defile greatly/thoroughly;
conlutlent	cover over with mud;
conmemor	recall (to self/other); keep in mind, remember; mention/relate; place on record;
conmitig	soften; make soft (L+S); mellow;
conmonstr	point out (fully/distinctly), show where; make known, declare, reveal;
conmostr	point out (fully/distinctly), show where; make known, declare, reveal;
connumer	reckon in, include in counting/the count; number with, reckon among (L+S);
conpar	prepare; provide; compose; collect, get together/hold of; raise (force); unite;
conpar	|place together, match, couple, pair; set/pit against; treat as equal; compare;
conpar	||set up/establish/institute; arrange, dispose, settle; buy, acquire, secure;
conpell	address, accost, speak to, call upon; appeal to; challenge; chide/rebuke; accuse
conpens	balance/weigh, offset; get rid of; make good, compensate; save/secure; short cut
conperendin	adjourn the trial of a person; adjourn a trial; (for two days or later);
conpil	rob, pillage, steal from (another writer), plagiarize; beat up thoroughly;
conplac	conciliate (greatly), placate; win the sympathy of;
conplan	make (ground) level/flat; smooth out (trouble); pull down, raze to the ground;
conplic	fold/tie up/together; roll/curl/double up, wind (round); involve; bend at joint;
conplic	fold/tie up/together; roll/curl/double up, wind (round); involve; bend at joint;
conplor	bewail, bemoan; lament loudly/together/violently; despair of; morn for;
conport	carry, transport, bring in, convey (to market); bring together; amass, collect;
conpot	drink together;
conprehens	seize in an embrace; embrace, hug;
conprob	approve, accept, sanction, ratify; prove, justify, confirm, attest, bear out;
conpuls	batter, pound;
conpurg	purify completely/thoroughly;
conput	reckon/compute/calculate, sum/count (up); take/include in reckoning; work out;
conquadr	agree with, be proportioned to; square to;
conquadr	make square, square;
conquass	shake violently; break, shatter; unsettle, disturb, throw into confusion;
conquin	befoul/pollute/defile wholly (immorality); contaminate/taint/infect (w/disease);
conregn	reign together with one;
conrept	creep;
conresuscit	raise up/from the dead together;
conriv	lead/channel (water) into the same channel/basin, collect;
conrobor	strengthen, harden, reinforce; corroborate; mature; make powerful, fortify;
conrog	collect money by begging/entreaty; summon/invite (persons) to a gathering;
conrotund	make round; round off; amass/make up a round sum of money;
conrug	make wrinkled; (make one turn up one's nose); corrugate;
conrutund	make round; round off; amass/make up a round sum of money;
consacr	consecrate/dedicate, set apart; hallow, sanctify; deify; curse; vow to a god;
consaept	surround with a wall/fence/hedge; enclose, fence; fence/hedge in;
consalut	hail/greet/salute (as); exchange greetings; greet/salute cordially (L+S);
consan	heal; make whole; make wholly sound (L+S);
consarcin	stitch/sew/patch together;
consauci	injure, wound severely;
consceler	stain with crime, pollute with guilt, dishonor, disgrace by wicked conduct;
conscribill	scrawl/scribble over/upon, cover with scribbling; mark by beating (L+S);
consec	dismember, chop/cut up/short/off/in pieces/deep; prune/top; lacerate; intersect;
consecr	consecrate/dedicate, set apart; hallow, sanctify; deify; curse; vow to a god;
consed	stop, check, allay; still, quiet (L+S);
consept	surround with a wall/fence/hedge; enclose, fence; fence/hedge in;
conserv	keep safe/intact, save (from danger); preserve, maintain; spare; keep/observe;
consider	examine/look at/inspect; consider closely, reflect on/contemplate; investigate;
consignific	be significant; convey extra meaning;
consign	(fix a) seal; put on record; indicate precisely/establish; attest/authenticate;
consimil	compare;
consoci	associate/join/unite (in), share; bring in close relation/alliance/partnership;
consolid	solidify, make solid/thick; merge (usufruct) attached property, consolidate;
consomni	dream of;
conson	sound/utter/make noise together, harmonize; resound/re-echo; agree;
conspir	plot/conspire/unite; sound/act in unison/harmony/accord; blow together (horns);
conspir	coil up;
conspiss	thicken; condense;
conspoli	rob;
conspurc	befoul, pollute; defile sexually;
consput	spit on/over; (in contempt);
constagn	cause to stand; congeal;
const	it is agreed/evident/understood/correct/well known (everyone knows/agrees);
constern	confound/shock/confuse/perplex/dismay; terrify/alarm/frighten, drive frantic;
constern	|overcome; stretch/lay out upon the ground; excite to sedition/revolt/mutiny;
constip	crowd together; press/crowd closely together (L+S);
const	agree/correspond/fit, be correct; be dependent/based upon; exist/continue/last;
const	|be certain/decided/consistent/sure/fixed/established/well-known/apparent/plain;
const	||stand firm/still/erect/together; remain motionless/constant; consist of/in;
constrict	draw together; (medical term associated with cauterization and amputation);
constupr	ravish, rape; debauch, defile, corrupt; have illicit (adultery/forcible) sex;
consud	sweat profusely/well/a lot; (also applied to packed olives/fruit);
consumm	add/reckon/total/sum/make up; finish off, end; bring about, achieve/accomplish;
consumm	|bring to perfection; put finishing/crowning touch; serve one's time; be grown;
consusrr	whisper together;
contabul	board over, cover with boards; furnish with roof/floor/bridge; build; bridge;
contamin	corrupt, defile (w/filth/intercourse), stain, befoul spoil; ruin, dishonor;
contamin	|debase w/mixture of inferior material; contaminate, infect; pollute (morally);
contemer	violate; defile, pollute; stain;
contemper	temper (by mixing) (drink); moderate (L+S);
contempor	be contemporary, be at the same time;
contenebr	grow dark;
conterebr	pierce/bore through;
conterit	frighten much/greatly/thoroughly, terrorize;
contermin	border on; be a borderer, have a common boundary;
contern	divide into groups of three; (persons);
conterrit	frighten much/greatly/thoroughly, terrorize;
contesser	contract friendship with tesserae (token divided between friends as sign);
contign	join/furnish with joists/beams; rafter, floor;
conton	it thunders violently/loudly/heavily;
contract	handle, finger, touch repeatedly; feel; handle unlawfully (theft/embezzlement);
contract	|caress/fondle, handle amorously; have sex with; deal with/handle/apply oneself;
contrect	touch repeatedly, handle, finger; feel; handle unlawfully (theft/embezzlement);
contrect	|handle amorously, caress/fondle; have sex with; deal with/handle/apply oneself;
contribul	crush, bruise; afflict much, crush;
contric	fritter away, waste;
contrist	sadden, make gloomy, depress, discourage; afflict, sap, damage (crops); darken;
contrucid	slaughter/butcher; cut/hew down/about; cut to/in pieces;
contrucid	|inflict many wounds on, kill large numbers; slay (L+S); put to the sword;
contrunc	hack/cut down/to pieces; gobble up, dispatch (food);
contumeli	insult; treat outrageously;
contumul	bury, inter; heap together; heap up like a mound (L+S); furnish with a mound;
conturb	confuse, disquiet/confound/derange/dismay, upset/mix up; go bankrupt, default;
conturm	arrange in turmae/squadrons (cavalry);
convalid	validate, make valid;
convall	surround with a rampart/entrenchment; hedge in; encircle, surround (L+S);
convari	vary, be different;
convari	spot, variegate;
convas	pack up (baggage); pack vessels/implements together (L+S); pile up;
convect	carry/bring together (in abundance); gather, collect;
convel	cover (over), veil; wrap around;
convenust	ornament, adorn;
converber	beat, batter; bruise; strike severely (L+S); chastise;
convex	jostle, push against; press/squeeze together (L+S);
convibr	move rapidly, flash; set in rapid motion; move something quickly/rapidly;
conviol	violate, desecrate (tomb/etc.);
conviser	incorporate, unite;
convivific	quicken together; revive, give/restore life together (physical/spiritual);
convoc	call/bring together; assemble; convoke/convene; summon/muster; collect (thing);
convolner	wound/inflict severe wounds (person/body part); cut; bore, perforate (pipe);
convol	fly/flock together; run together; assemble rapidly; have recourse to (w/ad);
convolut	revolve; whirl around; wallow in vice;
convolut	whirl/roll around rapidly?;
convor	eat up, devour;
convulner	inflict severe wounds (on person/part of body); cut; bore, perforate (pipe);
coopt	choose (colleague in office), elect; co-opt, admit;
coordin	coordinate, arrange together; set in order; correlate;
copt	choose (colleague in office), elect; co-opt, admit;
coquin	befoul/pollute/defile wholly; (coinquino); contaminate/taint/infect (w/disease);
coquin	cook, prepare food;
coquit	cook; boil, fry, bake; burn, parch (sun); stir up; ripen, mature (plot); digest;
coracin	caw (like a crow); croak (like a frog);
coron	wreathe, crown, deck with garlands; award prize; surround/encircle, ring round;
corpor	kill, strike dead; form into a body, furnish w/a body; form (corporate society);
corregn	reign together with one;
corrept	creep;
corresuscit	raise up/from the dead together;
corriv	lead/channel (water) into the same channel/basin, collect;
corrobor	strengthen, harden, reinforce; corroborate; mature; make powerful, fortify;
corrog	collect money by begging/entreaty; summon/invite (persons) to a gathering;
corrotund	make round; round off; amass/make up a round sum of money;
corrug	make wrinkled; (make one turn up one's nose); corrugate;
corrutund	make round; round off; amass/make up a round sum of money;
corusc	brandish/shake/quiver; flash/glitter, emit/reflect intermittent/quivering light;
cosider	examine/look at/inspect; consider closely, reflect on/contemplate; investigate;
cosign	(fix a) seal; put on record; indicate precisely/establish; attest/authenticate;
crass	thicken, condense, make thick;
credit	believe strongly;
cremit	burn; cremate;
crem	burn (to ash)/cremate; consume/destroy (fire); burn alive; make burnt offering;
cre	create/bring into being/make; procreate; beget/sire; give birth to;
cre	|produce/bear fruit; bring about; cause to grow; elect, appoint, invest;
cre	||institute; conjure up; (PASS) be born/spring from; be home/native of;
crepit	rattle/clatter; rustle/crackle; produce rapid succession of sharp/shrill noises;
crep	rattle/rustle/clatter; jingle/tinkle; snap (fingers); harp on, grumble at; fart;
crep	|crack; burst asunder; resound;
cress	increase (size/number/honor), multiply; thrive;
cribell	sift, pass through a sieve;
cribr	sift, pass through a sieve;
cris	move the haunches as in copulation (women); (rude);
crispic	curl (hair); make/appear wavy; ripple; shake/brandish; tremble/quiver; wiggle;
crisp	curl (hair); make/appear wavy; ripple; shake/brandish; tremble/quiver; wiggle;
criss	move the haunches as in copulation (women); (rude);
crocin	anoint with saffron-ointment;
crocit	croak/caw (like a raven); (loudly L+S);
croc	dye saffron-yellow;
crotaliss	clack/sound/rattle with castanets;
crotol	clack, make the characteristic sound of the stork;
cruci	torment, torture; cause grief/anguish; crucify; suffer torture/agony; grieve;
crudit	suffer from indigestion;
cruent	stain/spot/mark with blood; cause to bleed, wound; pollute with blood-guilt;
cruent	|make/dye blood-red; soak/besplatter with any liquid; tinge with red (L+S);
crumin	fill like a purse;
crust	encrust/cover w/layer/coating/plaster; emboss/carve/decorate w/relief/embossing;
crystalliz	crystallize;
cubit	recline, lie down, take rest, sleep; lie down often; lie/sleep (sexual);
cub	lie (down/asleep); recline, incline; lie/be in bed, rest/sleep; be sick/dead;
cucub	hoot; (of the screech owl);
cucul	utter the cry of the cuckoo;
cul	drive, thrust, shove; (perh. slang); push (one) by/in the culus (Sex rude);
culpit	censure, find fault with; blame/reproach severely/harshly (L+S);
culp	blame, find fault with, censure, reproach, reprove, disapprove; accuse, condemn;
cultell	measure horizontal distances over rough ground with vertical rods;
cultell	|make in shape of a knife; level ground by the coulter (vertical blade on plow);
cumul	heap/pile up/high, gather into a pile/heap; accumulate, amass; load/fill full;
cumul	|increase/augment/enhance; perfect/finish up; (PASS) be made/composed of;
cune	wedge in, secure by wedging; force in like a wedge; form a wedge, taper; mass;
curit	give frequent/abundant attention to; take care of, cherish (L+S);
cur	arrange/see/attend to; take care of; provide for; worry/care about; heal/cure;
cur	|undertake; procure; regard w/anxiety/interest; take trouble/interest; desire;
cursit	run about/to-and-fro/habitually; race/run races; resort frequently; be in motion
curs	run/rush/hurry to-and-fro/hither-and-thither; run constantly about; run over;
curt	shorten, cut short, abbreviate; diminish; circumcise; geld; dock (dog's tail);
curv	bend/arch, make curved/bent; form a curve; make stoop/bow/yield; influence;
cus	coin/stamp money;
cuspid	tip, provide with a point; make pointed (L+S);
cyathiss	ladle out wine; fill a cyathus/ladle (L+S);
cymbaliss	play/strike the cymbals;
damnific	injure; fine;
damn	pass/pronounce judgment, find guilty; deliver/condemn/sentence; harm/damn/doom;
damn	|discredit; seek/secure condemnation of; find fault; bind/oblige under a will;
