ent,formed_from_present_stem,1st present subjunctive active 3rdPerson plural
ent,formed_from_present_stem,2nd present indicative active 3rdPerson plural
ent,formed_from_present_stem,3rd future indicative active 3rdPerson plural
entur,formed_from_present_stem,1st present subjunctive passive 3rdPerson plural
entur,formed_from_present_stem,2nd present indicative passive 3rdPerson plural
entur,formed_from_present_stem,3rd future indicative passive 3rdPerson plural
eo,formed_from_present_stem,2nd present indicative active 1stPerson singular
eor,formed_from_present_stem,2nd present indicative passive 1stPerson singular
er,formed_from_present_stem,1st present subjunctive passive 1stPerson singular
erem,formed_from_present_stem,2nd imperfect subjunctive active 1stPerson singular
erem,formed_from_present_stem,3rd imperfect subjunctive active 1stPerson singular
eremini,formed_from_present_stem,2nd imperfect subjunctive passive 2ndPerson plural
eremini,formed_from_present_stem,3rd imperfect subjunctive passive 2ndPerson plural
eremur,formed_from_present_stem,2nd imperfect subjunctive passive 1stPerson plural
eremur,formed_from_present_stem,3rd imperfect subjunctive passive 1stPerson plural
eremus,formed_from_present_stem,2nd imperfect subjunctive active 1stPerson singular
eremus,formed_from_present_stem,3rd imperfect subjunctive active 1stPerson singular
erent,formed_from_present_stem,2nd imperfect subjunctive active 1stPerson singular
erent,formed_from_present_stem,3rd imperfect subjunctive active 1stPerson singular
erentur,formed_from_present_stem,2nd imperfect subjunctive passive 3rdPerson plural
erentur,formed_from_present_stem,3rd imperfect subjunctive passive 3rdPerson plural
erer,formed_from_present_stem,2nd imperfect subjunctive passive 1stPerson singular
erer,formed_from_present_stem,3rd imperfect subjunctive passive 1stPerson singular
ereris,formed_from_present_stem,2nd imperfect subjunctive passive 2ndPerson singular
ereris,formed_from_present_stem,3rd imperfect subjunctive passive 2ndPerson singular
eres,formed_from_present_stem,2nd imperfect subjunctive active 1stPerson singular
eres,formed_from_present_stem,3rd imperfect subjunctive active 1stPerson singular
eret,formed_from_present_stem,2nd imperfect subjunctive active 1stPerson singular
eret,formed_from_present_stem,3rd imperfect subjunctive active 1stPerson singular
eretis,formed_from_present_stem,2nd imperfect subjunctive active 1stPerson singular
eretis,formed_from_present_stem,3rd imperfect subjunctive active 1stPerson singular
eretur,formed_from_present_stem,2nd imperfect subjunctive passive 3rdPerson singular
eretur,formed_from_present_stem,3rd imperfect subjunctive passive 3rdPerson singular
eris,formed_from_present_stem,1st present subjunctive passive 2ndPerson singular
eris,formed_from_present_stem,2nd present indicative passive 2ndPerson singular
eris,formed_from_present_stem,3rd future indicative passive 2ndPerson singular
eris,formed_from_present_stem,3rd present indicative passive 2ndPerson singular
es,formed_from_present_stem,1st present subjunctive active 2ndPerson singular
es,formed_from_present_stem,2nd present indicative active 2ndPerson singular
es,formed_from_present_stem,3rd future indicative active 2ndPerson singular
et,formed_from_present_stem,1st present subjunctive active 3rdPerson singular
et,formed_from_present_stem,2nd present indicative active 3rdPerson singular
et,formed_from_present_stem,3rd future indicative active 3rdPerson singular
etis,formed_from_present_stem,1st present subjunctive active 2ndPerson plural
etis,formed_from_present_stem,2nd present indicative active 2ndPerson plural
etis,formed_from_present_stem,3rd future indicative active 2ndPerson plural
