1st_deponent,ellu,spend immoderately (eating/luxuries); be a glutton/gormandize; squander;
1st_deponent,eluct,force a way through; surmount a difficulty;
1st_deponent,elucubr,"compose at night; burn the midnight oil over, spend the night working;"
1st_deponent,emerc,bribe; win (over) by bribing; win/buy up/procure favors by bribes;
1st_deponent,emir,wonder greatly at;
1st_deponent,emoder,"soothe, restrain; (passion);"
1st_deponent,emodul,set (poetry) to a certain rhythm;
1st_deponent,enasc,"sprout/spring forth, arise/be born out of something by natural growth; (day);"
1st_deponent,epul,"dine sumptuously, feast;"
1st_deponent,evag,"wander off/out/forth/to and fro, stray; maneuver; spread, overstep;"
1st_deponent,excalce,remove the shoes from;
1st_deponent,execr,curse; detest;
1st_deponent,exequi,follow in funeral procession to the grave; attend at the grave;
1st_deponent,exhort,"exhort, encourage, incite;"
1st_deponent,exoscul,kiss fondly; express fondness for; admire greatly;
1st_deponent,expati,wander from the course; spread out;
1st_deponent,expisc,angle/fish for (information); search/fish/find out; inquire; (slang?);
1st_deponent,exsecr,curse; detest;
1st_deponent,exsequi,follow in funeral procession to the grave; attend at the grave;
1st_deponent,exspati,"digress, go from the course, wander from the way, spread, extend;"
1st_deponent,fabric,build/construct/fashion/forge/shape; train; get ready (meal); invent/devise;
1st_deponent,fabul,"talk (familiarly), chat, converse; invent a story, make up a fable;"
1st_deponent,faener,lend money at interest; make interest/profit; invest/finance/supply; borrow;
1st_deponent,famul,"be a servant, attend;"
1st_deponent,fener,lend money at interest; make interest/profit; invest/finance/supply; borrow;
1st_deponent,feri,rest from work/labor; keep/celebrate holiday;
1st_deponent,fluctu,"waver, be in doubt, hesitate;"
1st_deponent,f,"speak, talk; say;"
1st_deponent,fornic,fornicate; commit fornication/whoredom; prostitute/devote to unworthy use (Def);
1st_deponent,frument,"get grain, forage;"
1st_deponent,fru,"enjoy, profit by, delight in (w/ABL);"
1st_deponent,frustr,"disappoint, frustrate, deceive (w/false hope); escape/elude; baffle/evade; fail;"
1st_deponent,frustr,|reject; delay; rob/defraud/cheat; pretend; refute (argument); corrupt/falsify;
1st_deponent,frutic,"put forth shoots, bush/branch out; (antlers); become bushy, grow thickly (hair);"
1st_deponent,fur,steal; plunder;
1st_deponent,gesticul,gesticulate;  make mimic or pantomimic movements;
1st_deponent,glori,"boast, brag; glory, pride oneself;"
1st_deponent,graec,imitate the Greeks;
1st_deponent,grass,"march on, advance; roam in search of victims, prowl; proceed; run riot;"
1st_deponent,gratific,"oblige, gratify, humor, show kindness to; bestow, make a present of;"
1st_deponent,grat,congratulate (w/DAT); rejoice with;
1st_deponent,gratul,"congratulate; rejoice, be glad; thank, give/render thanks;"
1st_deponent,gravid,become pregnant; grow heavy;
1st_deponent,grav,show/bear with reluctance/annoyance; be burdened/vexed; take amiss; hesitate;
1st_deponent,halucin,"wander in mind, talk idly/unreasonably, ramble, dream; wander;"
1st_deponent,haricol,"speak by divine inspiration or with second sight, prophesy, divine; (facetious?)"
1st_deponent,hariol,utter prophecies; talk nonsense;
1st_deponent,hejul,wail; lament;
1st_deponent,hellu,spend immoderately (eating/luxuries); be a glutton/gormandize; squander;
1st_deponent,helu,"spend immoderately (eating/luxuries); be a glutton, gormandize; squander;"
1st_deponent,honest,be earnest/serious/grave;
1st_deponent,hort,encourage; cheer; incite; urge; exhort;
1st_deponent,hospit,be a guest; lodge; stay; put up as a guest/lodger;
1st_deponent,illacrim,weep over/at (with DAT); shed tears; water (eyes);
1st_deponent,imagin,"imagine, conceive, picture to oneself;"
1st_deponent,imit,imitate/copy/mimic; follow; make an imitation/reproduction; resemble; simulate;
1st_deponent,imprec,"call down/upon, invoke; pray for; utter curses;"
1st_deponent,indign,"deem unworthy, scorn, regard with indignation, resent, be indignant;"
